reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
2000,SAMEA2742989,1001,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,45511,10k
2000,SAMN06328760,1001,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,S,S,R,S,45511,10k
2000,SAMEA2742980,999,ST3798,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,10k
2000,SAMN06327705,999,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,S,S,R,S,45511,10k
2000,SAMEA2053534,998,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
3000,SAMEA4520764,760,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
3000,SAMEA4520770,760,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
3000,SAMEA2742989,756,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,45511,10k
3000,SAMEA104093634,754,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,S,S,45511,10k
3000,SAMEA4362371,753,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
4000,SAMEA4520764,600,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
4000,SAMN08815527,600,ST398,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
4000,SAMEA2742989,598,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,R,S,45511,10k
4000,SAMN03359514,598,ST398,MRSA,PVL-,SCCmec-II,R,S,S,S,R,S,S,S,R,R,R,S,45511,10k
4000,SAMN06327578,598,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,S,S,R,S,45511,10k
5000,SAMN08815527,522,ST398,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
5000,SAMEA1483520,520,ST398,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45511,10k
5000,SAMEA1483481,519,ST398,MSSA,PVL-,-,R,S,S,S,R,S,S,S,R,S,R,S,45511,10k
5000,SAMEA104093540,517,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,45511,10k
5000,SAMEA104093647,517,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,R,R,R,S,S,45511,10k
6000,SAMEA104093595,453,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,45511,10k
6000,SAMEA36550168,451,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,45511,10k
6000,SAMN03359286,451,ST398,MRSA,PVL+,SCCmec-V,R,S,S,S,S,S,S,S,R,R,R,S,45511,10k
6000,SAMN03359514,449,ST398,MRSA,PVL-,SCCmec-II,R,S,S,S,R,S,S,S,R,R,R,S,45511,10k
6000,SAMEA104093634,448,ST398,MRSA,PVL-,Vc,R,S,R,S,R,S,S,R,R,R,S,S,45511,10k
7000,SAMEA104093626,398,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,45511,10k
7000,SAMEA104093595,395,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,45511,10k
7000,SAMEA104093625,393,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,45511,10k
7000,SAMEA104093795,393,ST398,MRSA,PVL-,SCCmec-V,R,S,S,S,R,S,S,R,R,R,R,S,45511,10k
7000,SAMEA3717894,392,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,45511,10k
8000,SAMEA1483520,362,ST398,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45511,10k
8000,SAMEA104093595,358,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,S,S,45511,10k
8000,SAMEA104093626,357,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,45511,10k
8000,SAMEA1483543,356,ST3320,MSSA,PVL+,-,S,S,S,S,S,S,S,S,S,S,S,S,45511,10k
8000,SAMEA4362371,354,ST398,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45511,10k
1000,SAMEA3283339,1393,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
1000,SAMEA2662213,1378,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
1000,SAMEA3181323,1376,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45512,10k
1000,SAMEA2827155,1373,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45512,10k
1000,SAMN06205338,1373,ST72,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45512,10k
2000,SAMEA3283615,1025,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
2000,SAMEA3181074,1021,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,10k
2000,SAMEA3322906,1018,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
2000,SAMEA2445529,1017,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,45512,10k
2000,SAMEA3181311,1017,ST72,MSSA,PVL*,-,S,R,S,S,S,S,S,S,R,S,S,S,45512,10k
3000,SAMEA2445529,763,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,45512,10k
3000,SAMEA2661967,753,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
3000,SAMEA3283615,751,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
3000,SAMEA3283526,749,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
3000,SAMEA3181074,748,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,10k
4000,SAMEA2445529,600,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,45512,10k
4000,SAMEA3283526,597,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
4000,SAMEA3283615,592,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
4000,SAMEA2661967,590,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
4000,SAMEA3181012,590,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,10k
5000,SAMEA3283615,514,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
5000,SAMEA3283526,508,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
5000,SAMEA2445529,507,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,45512,10k
5000,SAMEA3283339,507,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
5000,SAMEA2445578,505,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45512,10k
6000,SAMEA3283615,453,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
6000,SAMEA3283282,452,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
6000,SAMEA3181283,447,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
6000,SAMEA3283526,447,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
6000,SAMEA2661967,445,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
7000,SAMEA3283282,394,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
7000,SAMEA3283526,388,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
7000,SAMEA3283615,388,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45512,10k
7000,SAMN02649792,385,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,45512,10k
7000,SAMEA2662213,383,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
8000,SAMEA3283282,362,ST72,MSSA,PVL*,-,S,S,S,S,S,R,S,S,R,S,S,S,45512,10k
8000,SAMEA3180994,350,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,45512,10k
8000,SAMEA3181453,350,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45512,10k
8000,SAMN02649792,350,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,45512,10k
8000,SAMEA2340172,349,ST3448,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,45512,10k
1000,SAMN04868228,1478,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
1000,SAMN02865127,1467,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
1000,SAMN04868085,1465,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
1000,SAMN04868111,1464,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45513,10k
1000,SAMN02854573,1461,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
2000,SAMN02865127,1065,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
2000,SAMN04868082,1065,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
2000,SAMN04868111,1063,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45513,10k
2000,SAMN04868228,1056,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
2000,SAMN02854573,1053,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
3000,SAMN04868082,816,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
3000,SAMN04868085,808,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
3000,SAMN04868111,808,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45513,10k
3000,SAMN04868228,806,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
3000,SAMN08384037,806,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
4000,SAMN04868111,654,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45513,10k
4000,SAMN04868025,649,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
4000,SAMN04868082,649,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
4000,SAMN04868085,646,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
4000,SAMN04868130,642,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45513,10k
5000,SAMN04868082,555,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
5000,SAMN04868025,552,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
5000,SAMN04868111,552,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45513,10k
5000,SAMEA1990017,551,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
5000,SAMN07168784,550,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
6000,SAMN04868082,487,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
6000,SAMEA1991716,484,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
6000,SAMEA1990017,481,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
6000,SAMN02649859,480,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
6000,SAMEA1466504,479,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
7000,SAMN04868025,421,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
7000,SAMEA1990017,419,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
7000,SAMN04868082,419,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
7000,SAMEA1991716,418,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
7000,SAMEA1485146,417,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
8000,SAMN04868082,390,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
8000,SAMN04868025,387,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
8000,SAMEA1485146,383,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45513,10k
8000,SAMEA1572280,383,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45513,10k
8000,SAMEA1463732,382,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,45513,10k
1000,SAMN04868130,1463,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45514,10k
1000,SAMN02865127,1459,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
1000,SAMN08384037,1458,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
1000,SAMN06167365,1453,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,45514,10k
1000,SAMEA2270457,1452,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
2000,SAMN02865127,1064,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
2000,SAMN04505181,1064,ST8,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
2000,SAMN04868082,1064,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
2000,SAMN04868111,1063,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45514,10k
2000,SAMN06698300,1058,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
3000,SAMN04868082,803,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
3000,SAMN04868130,798,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45514,10k
3000,SAMN04505181,796,ST8,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
3000,SAMN04868111,796,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45514,10k
3000,SAMN04868228,796,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
4000,SAMN04868111,640,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45514,10k
4000,SAMN04868025,639,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
4000,SAMN04868082,639,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
4000,SAMN04868085,633,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
4000,SAMN04868130,633,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45514,10k
5000,SAMN04868082,554,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
5000,SAMN04868025,547,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
5000,SAMN07168784,547,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
5000,SAMEA1990017,546,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
5000,SAMN04868111,546,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45514,10k
6000,SAMN04868082,478,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
6000,SAMEA1991716,473,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
6000,SAMEA1990017,471,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
6000,SAMEA1709208,470,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,R,R,S,R,R,R,S,45514,10k
6000,SAMN04868025,470,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
7000,SAMEA1990015,409,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
7000,SAMEA1991716,409,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
7000,SAMN04868025,409,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
7000,SAMN04868082,409,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
7000,SAMN04868305,409,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
8000,SAMN04868082,377,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
8000,SAMN04868025,375,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
8000,SAMEA1463732,373,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,45514,10k
8000,SAMEA1485146,371,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45514,10k
8000,SAMN04868196,371,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45514,10k
1000,SAMEA2384826,1331,ST87,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45515,10k
1000,SAMN06327455,1329,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
1000,SAMEA3924093,1325,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
1000,SAMEA2041971,1322,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,S,S,S,R,R,R,S,45515,10k
1000,SAMEA3929561,1321,ST3291,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45515,10k
2000,SAMEA3856168,994,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
2000,SAMN06328164,994,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
2000,SAMEA3856166,990,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
2000,SAMN05340852,988,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,R,R,R,R,R,45515,10k
2000,SAMN06327455,981,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
3000,SAMEA3924093,767,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
3000,SAMN06328164,763,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
3000,SAMEA3856166,760,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
3000,SAMN03473892,757,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
3000,SAMN06327455,750,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
4000,SAMEA3924093,627,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
4000,SAMEA3856166,624,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
4000,SAMEA3856168,620,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
4000,SAMN03473897,616,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
4000,SAMEA4008515,614,ST59,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
5000,SAMEA3924093,533,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
5000,SAMEA3856168,531,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
5000,SAMN03473897,531,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
5000,SAMEA2537085,526,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
5000,SAMN06328207,525,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,10k
6000,SAMEA3924093,460,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
6000,SAMN03473897,460,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
6000,SAMEA3856166,454,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
6000,SAMEA3856168,452,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
6000,SAMEA2385461,451,ST59,MRSA,PVL-,SCCmec-V,S,S,R,S,S,R,S,S,R,R,R,R,45515,10k
7000,SAMN03473897,404,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
7000,SAMEA3856168,402,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
7000,SAMEA3924093,400,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
7000,SAMEA3856166,395,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
7000,SAMN08932895,393,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,S,45515,10k
8000,SAMEA3856168,370,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,R,S,R,R,R,S,45515,10k
8000,SAMEA3856166,368,ST59,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,r,S,R,R,R,S,45515,10k
8000,SAMEA3924093,366,ST375,MRSA,PVL-,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,45515,10k
8000,SAMN03473897,366,ST59,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45515,10k
8000,SAMN08932895,363,ST59,MRSA,PVL+,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,S,45515,10k
1000,SAMN02865127,1434,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45516,10k
1000,SAMN08384037,1433,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
1000,SAMN04868085,1432,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
1000,SAMEA1324755,1430,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
1000,SAMN04868130,1429,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45516,10k
2000,SAMN04868111,1052,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45516,10k
2000,SAMN04868196,1052,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
2000,SAMN05509837,1051,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
2000,SAMN08384037,1051,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
2000,SAMN02865127,1049,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45516,10k
3000,SAMN04868085,788,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
3000,SAMN05509837,788,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
3000,SAMN04868111,787,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45516,10k
3000,SAMN04868130,786,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45516,10k
3000,SAMN06167344,784,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,R,S,S,S,R,R,S,S,45516,10k
4000,SAMN04868111,641,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45516,10k
4000,SAMN04868085,635,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
4000,SAMN04868025,633,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45516,10k
4000,SAMN04868101,633,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45516,10k
